Authors,Title,Publication,Volume,Number,Pages,Year,Publisher
"Aaltonen, T; Adelman, J; Akimoto, T; Albrow, M; Álvarez González, B; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; ",Search for Exclusive Z-Boson Production and Observation of High-Mass pp-bar--> p gamma gamma p-bar--> pl+ lp-bar Events in pp-bar Collisions at s= 1.96 TeV,,,,,2009,American Physical Society
"Aaltonen, T; Álvarez González, B; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; Apollinari, G; Appel, J; Apresyan, A; ",Observation of Bs0→ J/ψK*(892) 0 [B subscript s superscript 0→ J/psi K*(892) superscript 0] and Bs0→ J/ψKS0 [B subscript s superscript 0→ J/psi K subscript s superscript 0] decays,,,,,2011,American Physical Society
"Aaltonen, Terhi; Abazov, Victor Mukhamedovich; Abbott, B; Acharya, Bobby Samir; Adams, M; Adams, T; Alexeev, GD; Alkhazov, G; Alton, A; González, B Álvarez; ",Combination of CDF and D0 measurements of the W boson helicity in top quark decays,Physical Review D,85,7,071106,2012,American Physical Society
"Aaltonen, Terhi; Gonzalez, B Alvarez; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; Apollinari, G; Appel, JA; Arisawa, T; ",Measurements of the Angular Distributions of Muons from Υ Decays in p p¯ Collisions at s= 1.96 TeV,Physical review letters,108,15,151802,2012,American Physical Society
"Aaltonen, T; CDF collaboration; ",First measurement of zz production in ppbar collisions at sqrt (s)= 1.96 tev,arXiv preprint arXiv:0801.4806,,,,2008,
"Jones, Matthew; Flanagan, Gene; Lewis, Jonathan; Wilson, Peter; Erbacher, Robin; Forrest, Robert; Soha, Aron; Ivanov, Andrew; Pitts, Ed Rogers; Veramendi, Greg; ",Specifications for Upgraded Track Trigger Interfaces to Level 2,,,,,,
"Chatrchyan, Serguei; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Aguilo, E; Bergauer, T; Dragicevic, M; Erö, J; Fabjan, C; ",Search for the standard model Higgs boson produced in association with W and Z bosons in pp collisions at\ sqrt {s}= 7 TeV,Journal of High Energy Physics,2012,11,1-34,2012,Springer-Verlag
"Aaltonen, T; Alvarez Gonzalez, B; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; Apollinari, G; Appel, JA; Apresyan, A; ",Measurement of the $ B_s $ Lifetime in Fully and Partially Reconstructed $ B_s\ to D_s^-(\ phi\ pi^-) X $ Decays in $\ bar {p}-p $ Collisions at $\ sqrt {s}= 1.96$ TeV,,,,,2011,"Fermi National Accelerator Laboratory (FNAL), Batavia, IL"
"Aaltonen, T; Abazov, VM; Abbott, B; Abolins, M; Acharya, BS; Adams, M; Adams, T; Adelman, J; Aguilo, E; Alexeev, GD; ",Combination of tevatron searches for the standard model Higgs Boson for observing antiferromagnetism and superfluidity,,,,,2010,American Physical Society
"Aaltonen, T; Adelman, J; Akimoto, T; Albrow, MG; Álvarez González, B; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; ",Search for High-Mass e+ e-Resonances in pp-bar Collisions at sqrt [s]= 1.96 TeV,,,,,2009,American Physical Society
"Aaltonen, T; Álvarez González, B; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; Apollinari, G; Appel, J; Apresyan, A; ",Measurements of branching fraction ratios and CP-asymmetries in suppressed B [superscript-]→ D (→ K [superscript+] π [superscript-]) K [superscript-] and B [superscript-]→ D (→ K [superscript+] π [superscript-]) π [superscript-] decays,,,,,2011,American Physical Society (APS)
"Aaltonen, T; Álvarez González, B; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; Apollinari, G; Appel, J; Apresyan, A; ",Measurement of event shapes in pp [over-bar] collisions at [sqrt] s= 1.96 TeV,,,,,2011,American Physical Society
"Aaltonen, T; Adelman, J; Akimoto, T; Álvarez González, B; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; Apollinari, G; ",Direct Measurement of the W Production Charge Asymmetry in p (p) over-bar Collisions at root s= 1.96 TeV,,,,,2009,American Physical Society
"Love, W; Savinov, V; Lopez, A; Mehrabyan, S; Mendez, H; Ramirez, J; Huang, GS; Miller, DH; Pavlunin, V; Sanghi, B; ",Search for Lepton Flavor Violation in Upsilon Decays Forward-Backward Asymmetry in Top-Quark Production in p (p) over-bar Collisions at root s= 1.96 TeV,Physics Research Publications,,,1032,2008,
"Aaltonen, T; Adelman, J; Akimoto, T; Álvarez González, B; Amerio, S; Amidei, D; Anastassov, A; Annovi, Alberto; Antos, J; Apollinari, G; ",Measurement of< i> W</i>-boson helicity fractions in top-quark decays using cosθ∗,Physics Letters B,674,3,160-167,2009,North-Holland
"Aaltonen, Terhi; Gonzalez, B Alvarez; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; Apollinari, G; Appel, JA; Apresyan, A; ",Search for W Z+ Z Z production with missing transverse energy+ jets with b enhancement at s= 1.96 TeV,Physical Review D,85,1,012002,2012,American Physical Society
"Aaltonen, Terhi; Adelman, Jahred; González, B Álvarez; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; Apollinari, G; Appel, JA; ",Search for a Heavy Particle Decaying to a Top Quark and a Light Quark in p p¯ Collisions at s= 1.96 TeV,Physical review letters,108,21,211805,2012,American Physical Society
"Aaltonen, Timo; Adelman, Jahred; Akimoto, Takashi; Albrow, Michael G; González, B Álvarez; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; ",First Observation of B¯ s 0→ D s±K∓ and Measurement of the Ratio of Branching Fractions B (B¯ s 0→ D s±K∓)/B (B¯ s 0→ D s+ π-),Physical review letters,103,19,191802,2009,American Physical Society
"Aaltonen, Terhi; Gonzalez, B Alvarez; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; Apollinari, G; Appel, JA; Arisawa, T; ",Search for standard model Higgs boson production in association with a W boson using a matrix element technique at CDF in p p¯ collisions at s= 1.96 TeV,Physical Review D,85,7,072001,2012,American Physical Society
"Blocker, C; Blumenfeld, B; Bocci, A; Bodek, A; Boisvert, V; Bolla, G; Bortoletto, D; Boudreau, J; Boveia, A; Brau, B; ",Search for narrow resonances lighter than# 978 mesons,European Physical Journal C-Particles and Fields,62,2,319,2009,
"Aaltonen, Terhi; Gonzalez, B Alvarez; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; Apollinari, G; Appel, JA; Apresyan, A; ",Search for a Low-Mass Standard Model Higgs Boson in the τ τ Decay Channel in p p¯ Collisions at s= 1.96 TeV,Physical review letters,108,18,181804,2012,American Physical Society
"Aaltonen, T; Adelman, J; Akimoto, T; Albrow, M; Álvarez González, B; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; ",First Observation of B [over-bar][subscript s][superscript 0]--> D [subscript s][superscript±] K [superscript∓] and Measurement of the Ratio of Branching Fractions B (B [over-bar][subscript s][superscript 0]--> D [subscript s][superscript±] K [superscript∓]/B ([over-bar][subscript s][superscript 0]--> D [subscript s][superscript+] pi [superscript-]),,,,,2009,American Physical Society
"Aaltonen, T; Adelman, J; Akimoto, T; Albrow, MG; Gonzalez, B Alvarez; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; ",Polarization of $ J/\ psi $ and $ psi (2S) $ Mesons Produced in $ p\ bar {p} $ Collisions at 1.96 TeV,Physical Review Letters,99,,,2007,
"Aaltonen, T; Adelman, J; Akimoto, T; Albrow, MG; Gonzalez, B Alvarez; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; ",A direct Measurement of the W Boson Width in $ p\ bar {p} $ Collisions at $\ sqrt {s} $= 1.96 TeV,,,,,2007,
"Aaltonen, T; Álvarez González, B; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; Apollinari, G; Appel, JA; Arisawa, T; ",Measurement of the top quark mass in the all-hadronic mode at CDF,Physics Letters B,714,1,24-31,2012,North-Holland
"Aaltonen, T; Gonzalezv, B Alvarez; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; Apollinari, G; Appel, JA; Apresyan, A; ","Observation of the $ Y (4140) $ structure in the $ J/\ psi\,\ phi $ Mass Spectrum in $ B^\ pm\ to J/\ psi\,\ phi K $ cays",,,,,2011,
"Bethke, Siegfried; Aaltonen, T; Adelman, J; González, B Álvarez; Amerio, S; Amidei, D; Anastassov, A; Antos, J; Apollinari, G; Apresyan, A; ",Comments and Reply on:“Study of multi-muon events produced in p\ bar {p} interactions at\ sqrt {s}= 1.96 TeV”; T. Aaltonen et al.(The CDF Collaboration),The European Physical Journal C,68,1-2,119-123,2010,Springer-Verlag
"Aaltonen, T; Adelman, J; Akimoto, T; Albrow, MG; González, B Álvarez; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; ","Search for the rare decays B+→ μ+ μ-K+, B 0→ μ+ μ-K*(892) 0, and B s 0→ μ+ μ-ϕ at CDF",Physical Review D,79,1,011104,2009,American Physical Society
"Aaltonen, T; Álvarez González, B; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; Apollinari, G; Appel, J; Apresyan, A; ",Measurement of the B [subscript s][superscript 0] Lifetime in Fully and Partially Reconstructed B [subscript s][superscript 0]→ D [subscript s][superscript-](ϕπ [superscript-]) X Decays in p̅ p Collisions at√ s= 1.96 TeV,,,,,2011,American Physical Society (APS)
"Hewamanage, Samantha K; ",Search for Anomalous Production of Photon+ Jets,arXiv preprint arXiv:0810.3690,,,,2008,
"Aaltonen, Timo; Adelman, J; Álvarez González, B; Amerio, Silvia; Amidei, D; Anastassov, A; Annovi, Alberto; Antos, Jaroslav; Apollinari, Giorgio; Appel, J; ",Measurement of dσ/dy of Drell–Yan e+ e− pairs in the Z mass region from collisions at,Physics Letters B,692,4,232-239,2010,North-Holland
"Aaltonen, T; ÁlvarezGonzález, B; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; Apollinari, G; Apresyan, A; Arisawa, T; ",Improved determination of the sample composition of dimuon events produced in p\ bar {p} collisions at\ sqrt {s}= 1.96 TeV,The European Physical Journal C,71,8,1-14,2011,Springer-Verlag
"Aaltonen, Timo; Adelman, Jahred; González, B Álvarez; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; Apollinari, G; Apresyan, A; ",Measurement of the top quark mass in the dilepton channel using m T 2 at CDF,Physical Review D,81,3,031102,2010,American Physical Society
"Aaltonen, T; Adelman, J; Álvarez Gonzalez, B; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; Apollinari, G; Apresyan, A; ","Publisher's Note: Measurement of the W+ W-Production Cross Section and Search for Anomalous WWgamma and WWZ Couplings in pp¯ Collisions at s= 1.96 TeV [Phys. Rev. Lett. 104, 201801 (2010)]",Physical Review Letters,105,1,19905,2010,
"Aaltonen, Terhi; Gonzalez, B Alvarez; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; Apollinari, G; Appel, JA; Arisawa, T; ",Search for new phenomena in events with two Z bosons and missing transverse momentum in p p¯ collisions at s= 1.96 TeV,Physical Review D,85,1,011104,2012,American Physical Society
"Aaltonen, T; Adelman, J; Akimoto, T; Albrow, M; González, B; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; ",Search for new physics in the mumu+ e/mu+ EslashT channel with a low-pT lepton threshold at the Collider Detector at Fermilab,,,,,2009,American Physical Society
"Aaltonen, T; Adelman, J; Akimoto, T; Albrow, M; Álvarez González, B; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; ",First measurement of the ratio of branching fractions [script B](Lambdab0--> Lambdac+ µ-[overline nu] µ)/[script B](Lambdab0--> Lambdac+ pi-),,,,,2009,American Physical Society
"Aaltonen, T; Adelman, J; Akimoto, T; Albrow, MG; González, B Álvarez; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; ",Search for Exclusive Z-Boson Production and Observation of High-Mass p p¯→ p γ γ p¯→ p l+ l-p¯ Events in p p¯ Collisions at s= 1.96 TeV,Physical review letters,102,22,222002,2009,American Physical Society
"Aaltonen, Timo; González, B Álvarez; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; Apollinari, G; Appel, JA; Apresyan, A; ",Direct Top-Quark Width Measurement at CDF,Physical review letters,105,23,232003,2010,American Physical Society
"Aaltonen, T; Abazov, VM; Abbott, B; Acharya, BS; Adams, M; Adams, T; Alexeev, GD; Alkhazov, G; Alton, A; González, B Álvarez; ",Combination of the top-quark mass measurements from the Tevatron collider,Physical Review D,86,9,092003,2012,American Physical Society
"Aaltonen, T; CDF Collaboration; ",Two-Particle Momentum Correlations in Jets Produced in ppbar Collisions at s**(1/2)= 1.96-TeV,arXiv preprint arXiv:0802.3182,,,,2008,
"Aaltonen, T; Adelman, J; Akimoto, T; Albrow, M; Álvarez González, B; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; ",Observation of Exclusive Charmonium Production and gamma gamma--> mu+ mu-in pp-bar Collisions at sqrt [s]= 1.96 TeV,,,,,2009,American Physical Society
"Aaltonen, T; Gonzalez, B Alvarez; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; Apollinari, G; Appel, JA; Apresyan, A; ","Production of Lambda, Cascade and Omega Hyperons in ppbar Collisions at1. 96 TeV Center of Mass Energy",,,,,2011,
"Aaltonen, T; CDF Collaboration; ","Search for WW and WZ resonances decaying to electron, missing ET, and two jets in ppbar collisions at sqrt (s)= 1.96 TeV",arXiv preprint arXiv:1004.4946,,,,2010,
"Abulencia, A; CDF Collaboration; ",Measurement of b-jet Shapes in Inclusive Jet Production in p pbar Collisions at sqrt {s}= 1.96 TeV,arXiv preprint arXiv:0806.1699,,,,2008,
"Aaltonen, Timo; Mehtälä, Petteri; Orava, Risto; Mäki, Tuula; Saarikko, Heimo; Österberg, Kenneth; ",First observation of the decay Bs--> Ds K and measurement of the ratio of branching fractions Br (Bs--> DsK)/Br (Bs--> Ds pi),Physical Review Letters,,,,2008,American Institute of Physics
"Aaltonen, T; González, B Álvarez; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; Apollinari, G; Appel, JA; Apresyan, A; ","Production of Λ 0, Λ¯ 0, Ξ±, and Ω±hyperons in p p¯ collisions at s= 1.96 TeV",Physical Review D,86,1,012002,2012,American Physical Society
"Aaltonen, T; Álvarez González, B; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; Apollinari, G; Appel, J; Arisawa, T; ",Measurement of B [subscript s][superscript 0]→ D [subscript s](*)[superscript+] D [subscript s](*)[superscript-] Branching Ratios,,,,,2012,American Physical Society
"Aaltonen, T; Álvarez González, B; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; Apollinari, G; Appel, J; Arisawa, T; ",Measurement of the CP-violating phase β [subscript s][superscript J/ψϕ] in B [subscript s][superscript 0]→ J/ψϕ decays with the CDF II detector,,,,,2012,American Physical Society
"Aaltonen, T; Álvarez González, B; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; Apollinari, G; Appel, JA; Arisawa, T; ",Search for the standard model Higgs boson produced in association with a Z boson in 7.9 fb− 1 of collisions at using the CDF II detector,Physics Letters B,715,1,98-104,2012,North-Holland
"Aaltonen, T; Adelman, J; Akimoto, T; Gonz'alez, B'Alvarez; Ameriow, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; Apollinari, G; ",Measurement of the $ k_ {T} $ Distribution of Particles in Jets Produced in $ p\ barp $ Collisions at $\ sqrt {s}= 1.96$ TeV,,,,,2008,
"Aaltonen, T; Álvarez González, B; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; Apollinari, G; Appel, J; Arisawa, T; ",Measurement of CP-violating asymmetries in D [superscript 0]→ π [superscript+] π [superscript-] and D [superscript 0]→ K [superscript+] K [superscript-] decays at CDF,,,,,2012,American Physical Society
"Aaltonen, T; Gonzalez, B Alvarez; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; Apollinari, G; Appel, JA; Arisawa, T; ",Measurement of C P-violation asymmetries in D 0→ K S 0 π+ π,Physical Review D,86,3,032007,2012,American Physical Society
"Aaltonen, T; Álvarez González, B; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; Apollinari, G; Appel, J; Apresyan, A; ","Production of Λ [superscript 0], Λ̅ [superscript 0], Ξ [superscript±], and Ω [superscript±] hyperons in pp̅ collisions at√ s= 1.96 TeV",,,,,2012,American Physical Society
"Aaltonen, T; Albrow, M; González, B Álvarez; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; Apollinari, G; Appel, JA; ",Diffractive dijet production in p¯ p collisions at s= 1.96 TeV,Physical Review D,86,3,032009,2012,American Physical Society
"Aaltonen, T; Abazov, VM; Abbott, B; Acharya, BS; Adams, M; Adams, T; Alexeev, GD; Alkhazov, G; Alton, A; González, B Álvarez; ",Evidence for a particle produced in association with weak bosons and decaying to a bottom-antibottom quark pair in Higgs boson searches at the Tevatron,Physical review letters,109,7,071804,2012,American Physical Society
"Chatrchyan, Serguei; Khachatryan, Vardan; Sirunyan, Albert M; Tumasyan, Armen; Adam, Wolfgang; Aguilo, E; Bergauer, T; Dragicevic, M; Erö, J; Fabjan, C; ",Observation of a new boson at a mass of 125 GeV with the CMS experiment at the LHC,Physics Letters B,716,1,30-61,2012,North-Holland
"Aaltonen, T; González, B Álvarez; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; Apollinari, G; Appel, JA; Arisawa, T; ",Search for the standard model Higgs boson produced in association with a W±boson with 7.5 fb-1 integrated luminosity at CDF,Physical Review D,86,3,032011,2012,American Physical Society
"Aaltonen, T; González, B Alvarez; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; Apollinari, G; Appel, JA; Arisawa, T; ",Measurement of the W Z cross section and triple gauge couplings in p p¯ collisions at s= 1.96 TeV,Physical Review D,86,3,031104,2012,American Physical Society
"Aaltonen, T; Álvarez González, B; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; Apollinari, G; Appel, JA; Arisawa, T; ",Search for a Higgs boson in the diphoton final state using the full CDF data set from collisions at,Physics Letters B,717,1,173-181,2012,North-Holland
"Aaltonen, Terhi; Adelman, Jahred; González, B Álvarez; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; Apollinari, G; Apresyan, A; ",Measurement of the inclusive isolated prompt photon cross section in p p¯ collisions at s= 1.96 TeV using the CDF detector,Physical Review D,80,11,111106,2009,American Physical Society
"Aaltonen, T; Adelman, J; Álvarez González, B; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; Apollinari, G; Apresyan, A; ",Search for the Higgs Boson Using Neural Networks in Events with Missing Energy and b-Quark Jets in p [over-bar p] Collisions at [sqrt] s= 1.96 TeV,,,,,2009,American Physical Society
"Aaltonen, Timo; Adelman, Jahred; González, B Álvarez; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; Apollinari, G; Appel, J; ",Observation of single top quark production and measurement of| V t b| with CDF,Physical Review D,82,11,112005,2010,American Physical Society
"Aaltonen, T; Adelman, J; Akimoto, T; Albrow, MG; González, B Álvarez; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; ",Direct Measurement of the W Boson Width in p p¯ Collisions at s= 1.96 TeV,Physical review letters,100,7,071801,2008,American Physical Society
"Aaltonen, Terhi; González, B Álvarez; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; Apollinari, G; Appel, JA; Arisawa, T; ",Precise measurement of the W-boson mass with the CDF II detector,Physical review letters,108,15,151803,2012,American Physical Society
"Aaltonen, Terhi; González, B Álvarez; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; Apollinari, G; Appel, JA; Apresyan, A; ",Measurement of the B s 0 Lifetime in Fully and Partially Reconstructed B s 0→ D s-(ϕ π-) X Decays in p¯ p Collisions at s= 1.96 TeV,Physical review letters,107,27,272001,2011,American Physical Society
"Aaltonen, Timo; Adelman, Jahred; Akimoto, Takashi; González, B Álvarez; Amerio, S; Amidei, D; Anastassov, A; Annovi, Alberto; Antos, Jaroslav; Apollinari, G; ",First Observation of Vector Boson Pairs in a Hadronic Final State at the Tevatron Collider,Physical review letters,103,9,091803,2009,American Physical Society
"Aaltonen, T; González, B Álvarez; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; Apollinari, G; Appel, JA; Arisawa, T; ",Search for the standard model Higgs boson decaying to a b b pair in events with one charged lepton and large missing transverse energy using the full CDF data set,Physical review letters,109,11,111804,2012,American Physical Society
"Aaltonen, T; González, B Álvarez; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; Apollinari, G; Appel, JA; Arisawa, T; ",Search for the Standard Model Higgs Boson Decaying to a b b¯ Pair in Events with Two Oppositely Charged Leptons Using the Full CDF Data Set,Physical review letters,109,11,111803,2012,American Physical Society
"Aaltonen, T; Adelman, J; Álvarez González, B; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; Apollinari, G; Apresyan, A; ",Search for new color-octet vector particle decaying to in collisions at,Physics Letters B,691,4,183-190,2010,North-Holland
"Aaltonen, T; Álvarez González, B; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; Apollinari, G; Appel, JA; Apresyan, A; ",Measurement of the top quark mass in the lepton+ jets channel using the lepton transverse momentum,Physics Letters B,698,5,371-379,2011,North-Holland
"Aaltonen, Timo; González, B Álvarez; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; Albrow, MG; Apollinari, G; Appel, JA; ",Diffractive W and Z production at the Fermilab Tevatron,Physical Review D,82,11,112004,2010,American Physical Society
"Aaltonen, T; González, B Álvarez; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; Apollinari, G; Appel, JA; Arisawa, T; ",Measurement of the Difference in C P-Violating Asymmetries in D 0→ K+ K-and D 0→ π+ π-Decays at CDF,Physical review letters,109,11,111801,2012,American Physical Society
"Aaltonen, T; CDF Collaboration; ",Search for Gluino-Mediated Sbottom Production in p-pbar Collisions at sqrt (s)= 1.96 TeV,arXiv preprint arXiv:0903.2618,,,,2009,
"Aaltonen, Terhi; González, B Álvarez; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; Apollinari, G; Appel, JA; Arisawa, T; ",Search for anomalous production of multiple leptons in association with W and Z bosons at CDF,Physical Review D,85,9,092001,2012,American Physical Society
"Aaltonen, T; Adelman, J; Akimoto, T; Alvarez, González B; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; Apollinari, G; ",Search for the decays B_ {(s)};{0}--> e;{+} micro;{-} and B_ {(s)};{0}--> e;{+} e;{-} in CDF run II.,Physical review letters,102,20,201801-201801,2009,
"Aaltonen, Terhi; González, B Álvarez; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; Apollinari, G; Appel, JA; Arisawa, T; ",Search for Dark Matter in Events with One Jet and Missing Transverse Energy in p p¯ Collisions at s= 1.96 TeV,Physical review letters,108,21,211804,2012,American Physical Society
"Aaltonen, Terhi; Adelman, Jahred; Akimoto, Takashi; González, B Álvarez; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; Apollinari, G; ","Search for anomalous production of events with a photon, jet, b-quark jet, and missing transverse energy",Physical Review D,80,5,052003,2009,American Physical Society
"Aaltonen, T; Abulencia, A; Adelman, J; Akimoto, T; Albrow, MG; González, B Álvarez; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; ",Observation of orbitally excited B s mesons,Physical review letters,100,8,082001,2008,American Physical Society
"Aaltonen, T; Adelman, J; Akimoto, T; Albrow, Michael G; González, B Álvarez; Amerio, S; Amidei, D; Anastassov, A; Annovi, Alberto; Antos, J; ",Search for Supersymmetry in p p¯ Collisions at s= 1.96 TeV Using the Trilepton Signature for Chargino-Neutralino Production,Physical review letters,101,25,251801,2008,American Physical Society
"Aaltonen, Terhi; Adelman, Jahred; Akimoto, Takashi; González, B Álvarez; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; Apollinari, G; ",Search for W W and W Z production in lepton plus jets final state at CDF,Physical Review D,79,11,112011,2009,American Physical Society
"Aaltonen, Terhi; Adelman, Jahred; Akimoto, Takashi; González, B Álvarez; Amerio, S; Amidei, D; Anastassov, A; Annovi, Alberto; Antos, Jaroslav; Apollinari, G; ",Evidence for a Narrow Near-Threshold Structure in the J/ψ ϕ Mass Spectrum in B+→ J/ψ ϕ K+ Decays,Physical review letters,102,24,242002,2009,American Physical Society
"Aaltonen, Terhi; González, B Álvarez; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; Apollinari, G; Appel, JA; Apresyan, A; ",Improved Search for a Higgs Boson Produced in Association with Z→ l+ l-in p p¯ Collisions at s= 1.96 TeV,Physical review letters,105,25,251802,2010,American Physical Society
"Aaltonen, T; Adelman, J; Akimoto, T; Albrow, MG; Gonzalez, B Alvarez; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; ","Search for heavy, long-lived neutralinos that decay to photons at CDF II using photon timing",Physical Review D,78,3,032015,2008,American Physical Society
"Aaltonen, T; González, B Álvarez; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; Apollinari, G; Appel, JA; Apresyan, A; ",Measurement of Polarization and Search for C P Violation in B s 0→ ϕ ϕ Decays,Physical review letters,107,26,261802,2011,American Physical Society
"Aaltonen, T; Adelman, J; Akimoto, T; González, B Álvarez; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; Apollinari, G; ",Search for new particles decaying into dijets in proton-antiproton collisions at s= 1.96 TeV,Physical Review D,79,11,112002,2009,American Physical Society
"Aaltonen, Terhi; Alon, R; Gonzalez, B Alvarez; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; Apollinari, G; Appel, JA; ",Study of substructure of high transverse momentum jets produced in proton-antiproton collisions at s= 1.96 TeV,Physical Review D,85,9,091101,2012,American Physical Society
"Aaltonen, Terhi; Gonzalez, B Alvarez; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; Apollinari, G; Appel, JA; Arisawa, T; ",Measurement of Z Z Production in Leptonic Final States at s of 1.96 TeV at CDF,Physical review letters,108,10,101801,2012,American Physical Society
"Aaltonen, Terhi; Adelman, Jahred; Akimoto, Takashi; González, B Álvarez; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; Apollinari, G; ",Measurement of the k T Distribution of Particles in Jets Produced in p p¯ Collisions at s= 1.96 TeV,Physical review letters,102,23,232002,2009,American Physical Society
"Chatrchyan, Serguei; Khachatryan, Vardan; Sirunyan, Albert M; Tumasyan, A; Adam, W; Aguilo, E; Bergauer, T; Dragicevic, M; Erö, J; Fabjan, C; ",Search for heavy Majorana neutrinos in μ±μ±+ jets and e±e±+ jets events in pp collisions at,Physics Letters B,717,1,109-128,2012,North-Holland
"Chatrchyan, Serguei; Khachatryan, Vardan; Sirunyan, Albert M; Tumasyan, A; Adam, W; Aguilo, E; Bergauer, T; Dragicevic, M; Eroe, J; Fabjan, C; ",Search for pair production of first-and second-generation scalar leptoquarks in p p collisions at s= 7 TeV,Physical Review D,86,5,052013,2012,American Physical Society
"Aaltonen, T; González, B Álvarez; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; Apollinari, G; Appel, JA; Arisawa, T; ",Transverse momentum cross section of e+ e-pairs in the Z-boson region from p p¯ collisions at s= 1.96 TeV,Physical Review D,86,5,052010,2012,American Physical Society
